description,carb,fat,energy,protein,country,amount_type,queries
"['Cream, half and half', 'Sugar substitute, sucralose, powder', 'Coffee, brewed', 'Cheeseburger, from fast food, 1 medium patty']","[1.29, 0.91, 0.0, 30.72]","[3.45, 0.0, 0.1, 26.75]","[39.3, 3.36, 4.8, 490.05]","[0.94, 0.0, 0.58, 29.57]",USA,natural,"For my dinner, I made a medium cheeseburger and paired it with brewed coffee, adding an ounce of half and half and a packet of sucralose."
"['Double cheeseburger (McDonalds)', 'Potato, french fries, fast food', 'Coffee, brewed']","[29.65, 24.86, 0.0]","[26.7, 8.84, 0.05]","[465.3, 187.2, 2.4]","[26.8, 2.06, 0.29]",USA,natural,"For my dinner, I'm eating a McDonald's double cheeseburger, a cup of fast food fries, and having a cup of brewed coffee."
"['Pancake syrup', 'Pancakes, with fruit, from frozen']","[13.92, 29.18]","[0.02, 5.22]","[53.0, 179.2]","[0.0, 3.99]",USA,natural,"For breakfast, I'm having a pouch of frozen pancakes topped with a tablespoon of pancake syrup."
"['Soft taco with meat', 'Chocolate milk, ready to drink, reduced fat']","[26.7, 30.08]","[14.16, 4.71]","[290.82, 188.48]","[14.0, 7.42]",USA,natural,I’ve got a medium soft taco with meat and a cup of ready-to-drink reduced fat chocolate milk for lunch.
"['Fruit juice blend, 100% juice', 'Milk, reduced fat (2%)', 'Ketchup', 'Frankfurter or hot dog sandwich, meat and poultry, plain, on white bun']","[15.45, 11.98, 4.66, 25.56]","[0.15, 4.64, 0.02, 16.27]","[62.0, 122.0, 17.17, 291.72]","[0.2, 8.17, 0.18, 10.23]",USA,natural,"For lunch, I have an individual container of 100% fruit juice blend, a cup of reduced fat milk, a tablespoon of ketchup, and a frankfurter on a plain white bun."
"['Turkey, light or dark meat, smoked, skin not eaten']",[0.0],[6.75],[218.7],[39.56],USA,natural,I enjoyed a cup of diced smoked turkey for breakfast today.
"['Truffles', 'Honeydew melon, raw', 'Strawberries, raw']","[6.45, 11.36, 1.38]","[4.15, 0.18, 0.05]","[66.43, 45.0, 5.76]","[0.88, 0.68, 0.12]",USA,natural,"For a quick snack, I had one piece of truffle, a medium wedge of honeydew melon, and a single strawberry."
"['Coffee, brewed', 'Muffin, chocolate chip']","[0.0, 38.58]","[0.05, 13.17]","[2.4, 278.6]","[0.29, 3.95]",USA,natural,I enjoyed a small chocolate chip muffin with my cup of brewed coffee for breakfast.
"['Pizza, cheese, with vegetables, from frozen, thin crust']",[45.86],[18.7],[415.2],[15.99],USA,natural,I'm eating a frozen personal size pizza with cheese and vegetables for dinner.
"['Long Island iced tea', 'Water, tap']","[19.48, 0.0]","[0.34, 0.0]","[240.75, 0.0]","[0.02, 0.0]",USA,natural,"For a snack, I'm having a drink of Long Island iced tea and a cup of tap water."
"['Pancake syrup', 'Pancakes, plain', 'Coffee, Cafe Mocha, with non-dairy milk']","[13.92, 52.96, 51.09]","[0.02, 17.88, 4.66]","[53.0, 418.5, 267.84]","[0.0, 11.14, 5.65]",USA,natural,"For breakfast, it's an extra large pancake with a tablespoon of syrup and a medium cup of Cafe Mocha made with non-dairy milk."
"['Pears, baby food, junior']",[19.72],[0.17],[74.8],[0.51],USA,natural,I'm having a jar of pears baby food for my lunch today.
"['Ground beef patty, cooked']",[0.0],[15.45],[231.2],[21.63],USA,natural,"For dinner, I made a medium patty of cooked ground beef."
"['Yogurt, Greek, nonfat milk, flavors other than fruit']",[25.41],[0.44],[191.1],[21.17],USA,natural,I’m having a cup of nonfat Greek yogurt with flavors other than fruit for a snack.
"['Orange, raw', 'Potato chips, plain']","[18.1, 30.68]","[0.18, 19.37]","[72.38, 303.24]","[1.45, 3.64]",USA,natural,"For my snack, I have one orange and one medium bag of potato chips."
"['Potato chips, plain', 'Fruit juice drink (Capri Sun)', 'Cereal or granola bar, with coconut, chocolate coated']","[15.07, 18.6, 21.53]","[9.51, 0.13, 12.56]","[148.96, 72.54, 207.09]","[1.79, 0.0, 2.03]",USA,natural,"I’m snacking on plain potato chips from a small bag, a Capri Sun pouch, and a chocolate-coated granola bar with coconut."
"['Turkey or chicken sausage', 'Bread, whole wheat, made from home recipe or purchased at bakery, toasted', 'Egg, whole, fried with oil', 'Grits, instant, made with water, no added fat', 'Milk, low fat (1%)']","[0.22, 20.85, 0.37, 21.96, 12.66]","[2.45, 1.79, 8.46, 0.59, 2.32]","[39.8, 108.8, 105.05, 96.2, 104.92]","[3.93, 4.06, 6.44, 2.04, 8.25]",USA,natural,"For breakfast, I had a breakfast-sized link of turkey sausage, a medium slice of toasted whole wheat bread, a fried egg, a packet of instant grits made with water, and a cup of low-fat milk."
"['Strawberry milk, NFS']",[13.27],[4.71],[128.96],[8.26],USA,natural,"Tonight, I enjoyed a cup of strawberry milk."
"['Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on whole wheat bread', 'Cheese flavored corn snacks (Cheetos)']","[24.19, 14.99]","[9.37, 10.08]","[201.04, 156.8]","[7.03, 1.64]",USA,natural,"For lunch, I had a peanut butter and jelly sandwich made with whole wheat bread and a small bag of Cheetos."
"['Chicken and vegetable entree with noodles, diet frozen meal']",[32.3],[6.26],[279.72],[25.37],USA,natural,"I decided on a chicken and vegetable entree with noodles for dinner, which is a diet frozen meal weighing 11.75 oz."
"['Soft drink, cola', 'Turkey with gravy, dressing, potatoes, vegetable, frozen meal']","[38.54, 42.76]","[0.93, 10.19]","[156.24, 335.36]","[0.0, 18.26]",USA,natural,"For dinner, I'm having a can of cola and a Banquet meal that has turkey with gravy, dressing, potatoes, and vegetables."
"['Vegetable soup, home recipe']",[14.46],[2.04],[88.92],[4.17],USA,natural,I prepared a cup of vegetable soup from my own recipe for breakfast.
"['Water, bottled, unsweetened', 'Chicken, bacon, and tomato club sandwich, with lettuce and spread']","[0.0, 95.38]","[0.0, 38.64]","[0.0, 1056.0]","[0.0, 82.51]",USA,natural,"I’ve got a footlong club sandwich with chicken, bacon, and tomato, plus a cup of unsweetened bottled water for lunch."
"['Breadsticks, hard, NFS']",[6.84],[0.95],[41.2],[1.2],USA,natural,"For lunch, I'm having a medium hard breadstick."
"['Mixed fruit juice with lowfat yogurt, baby food']",[18.79],[1.02],[94.72],[3.07],USA,natural,I have a 4 fl oz bottle of mixed fruit juice combined with low-fat yogurt baby food for breakfast.
"['Coffee, brewed', 'Cereal or granola bar (General Mills Fiber One Chewy Bar)', 'Chewing gum, sugar free']","[0.0, 27.93, 1.9]","[0.05, 4.0, 0.01]","[2.4, 155.6, 5.36]","[0.29, 2.0, 0.0]",USA,natural,"For breakfast, I'm having a cup of brewed coffee, a Fiber One chewy bar, and a piece of sugar-free chewing gum."
"['Water, bottled, unsweetened', 'Ham, smoked or cured, cooked, NS as to fat eaten', 'Grilled cheese sandwich, Cheddar cheese, on white bread']","[0.0, 0.34, 30.6]","[0.0, 1.9, 26.89]","[0.0, 42.24, 425.72]","[0.0, 5.7, 15.52]",USA,natural,"For lunch, I'm having a grilled cheese sandwich made with cheddar cheese on white bread, along with an ounce of cooked smoked ham and a bottle of water."
"['Anchovy, canned']",[0.0],[4.37],[94.5],[13.0],USA,natural,I just opened a can of anchovies to snack on.
"['Yogurt, whole milk, fruit', 'Cheese, Mozzarella, part skim']","[21.01, 1.26]","[4.88, 5.78]","[147.9, 84.48]","[5.27, 6.72]",USA,natural,Breakfast today is a container of whole milk yogurt with fruit and a mozzarella cheese stick.
"['Pork skin rinds', 'Soft drink, pepper type', 'Pastry, meat / poultry-filled', 'Doughnut, cake type, with icing']","[0.0, 64.23, 26.04, 38.42]","[8.76, 1.55, 16.03, 17.39]","[152.32, 260.4, 287.3, 323.25]","[17.16, 0.0, 9.58, 3.19]",USA,natural,"For breakfast, I had a small bag of pork skin rinds, a 20 fl oz bottle of pepper soda, a kolache, and a doughnut with icing."
"['Water, bottled, unsweetened', 'Crackers, cheese, reduced fat']","[0.0, 40.91]","[0.0, 7.0]","[0.0, 250.8]","[0.0, 6.0]",USA,natural,"For my snack, I’m enjoying a cup of bottled water and some bite-sized reduced fat cheese crackers."
"['Tea, hot, leaf, black', 'Beer, light']","[1.08, 5.9]","[0.0, 0.0]","[3.6, 104.4]","[0.0, 0.86]",USA,natural,I'm sipping on a small cup of black tea and a 12 fl oz can of light beer as a snack.
"['Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked', 'Chicken wing, fried, coated, from pre-cooked', 'Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten']","[0.0, 3.89, 0.0]","[6.54, 11.3, 10.78]","[211.2, 160.6, 219.6]","[35.54, 10.22, 28.7]",USA,natural,"For lunch, I'm having a medium fried chicken breast, a fried chicken wing, and a medium fried chicken leg."
"['Kit Kat', 'Tortilla chips, nacho cheese flavor (Doritos)', 'Water, bottled, unsweetened']","[27.77, 17.03, 0.0]","[11.18, 7.68, 0.0]","[222.74, 145.32, 0.0]","[2.8, 2.06, 0.0]",USA,natural,"For lunch today, I've got a Kit Kat bar, a small serving of nacho cheese tortilla chips, and a 12 fl oz bottle of water."
"['Apples and chicken, baby food, strained', 'Prunes, baby food, strained']","[12.29, 16.7]","[1.56, 0.14]","[73.45, 71.0]","[2.44, 0.71]",USA,natural,"For breakfast, I enjoyed a jar of strained apples and chicken baby food and a jar of prunes."
"['Egg omelet or scrambled egg, made with oil', 'Apple juice, 100%']","[0.37, 23.62]","[8.46, 0.27]","[105.05, 96.14]","[6.44, 0.21]",USA,natural,I made a scrambled egg with oil and I'm drinking a 6.75 fl oz apple juice box for breakfast.
"['Bread, wheat or cracked wheat, toasted', 'Peanut butter']","[13.06, 3.57]","[1.25, 8.18]","[75.25, 95.52]","[2.93, 3.6]",USA,natural,"For breakfast, I'm having a medium slice of toasted wheat bread with a tablespoon of peanut butter."
"['Burrito with meat', 'Water, bottled, unsweetened']","[23.26, 0.0]","[23.31, 0.0]","[389.62, 0.0]","[20.96, 0.0]",USA,natural,I enjoyed a small meat burrito along with a 16.9 fl oz bottle of water for breakfast.
"['Potato, french fries, fast food', 'Double cheeseburger (McDonalds)']","[45.58, 29.65]","[16.2, 26.7]","[343.2, 465.3]","[3.77, 26.8]",USA,natural,I got a small serving of french fries and a double cheeseburger from McDonald's for lunch.
"['Pizza, with meat other than pepperoni, stuffed crust']",[44.74],[21.4],[457.56],[21.01],USA,natural,I have one piece of stuffed crust pizza topped with meats other than pepperoni for lunch.
"['Apple juice, 100%', 'Chocolate milk, NFS', 'Chicken fillet sandwich, from school cafeteria']","[14.01, 33.38, 27.42]","[0.16, 0.0, 7.42]","[57.04, 166.16, 230.92]","[0.12, 8.41, 13.45]",USA,natural,"For breakfast, I'm having an individual container of 100% apple juice, a cup of chocolate milk, and a chicken fillet sandwich from the school cafeteria."
"['Soft drink, cola', 'Potato, french fries, fast food', 'Big Mac (McDonalds)']","[77.08, 74.59, 44.14]","[1.86, 26.51, 28.9]","[312.48, 561.6, 535.05]","[0.0, 6.17, 24.48]",USA,natural,"I have a large soft drink, a large serving of french fries, and a Big Mac from McDonald's for dinner."
"['Quesadilla, just cheese, meatless', 'Italian sausage']","[45.8, 1.61]","[25.41, 19.65]","[486.45, 241.5]","[17.96, 13.65]",USA,natural,I made a meal with a quesadilla filled with just cheese and a bun-sized Italian sausage.
"['Water, bottled, unsweetened', 'Quesadilla, just cheese, meatless']","[0.0, 45.8]","[0.0, 25.41]","[0.0, 486.45]","[0.0, 17.96]",USA,natural,"For lunch, it's a cup of bottled water and a meatless cheese quesadilla."
"['Tea, hot, leaf, green']",[0.0],[0.0],[2.4],[0.53],USA,natural,Just sipping on a cup of hot green tea for my snack.
"['Ketchup', 'Egg omelet or scrambled egg, with meat, no added fat']","[4.66, 0.58]","[0.02, 7.4]","[17.17, 109.9]","[0.18, 9.52]",USA,natural,"For breakfast, I'm having an egg omelet with meat and a tablespoon of ketchup."
"['Tamale with chicken', 'Water, bottled, unsweetened']","[18.94, 0.0]","[17.52, 0.0]","[275.2, 0.0]","[11.05, 0.0]",USA,natural,Dinner consists of a medium chicken tamale and a 16.9 fl oz bottle of water.
"['Soft drink, pepper type', 'Potato, french fries, fast food', 'Hamburger, from fast food, 1 medium patty']","[53.04, 60.09, 29.99]","[1.28, 21.36, 20.85]","[215.04, 452.4, 417.6]","[0.0, 4.97, 25.39]",USA,natural,"For dinner, I’m enjoying a medium soft drink alongside some fast food french fries and a hamburger."
"['Cereal or granola bar (Quaker Chewy Granola Bar)', 'Breakfast tart', 'Water, bottled, unsweetened']","[16.85, 77.58, 0.0]","[3.98, 9.74, 0.0]","[100.32, 415.8, 0.0]","[1.36, 4.33, 0.0]",USA,natural,"For my snack, I’m enjoying a single Quaker Chewy Granola Bar, a pack of two Breakfast Tarts, and a cup of bottled water."
"['Soft drink, fruit flavored, caffeine free', 'Water, bottled, unsweetened']","[37.72, 0.0]","[0.07, 0.0]","[148.8, 0.0]","[0.19, 0.0]",USA,natural,I grabbed a 12 fl oz can of fruit-flavored soft drink and a 16.9 fl oz bottle of plain water for my snack.
"['Water, tap', 'Orange, raw']","[0.0, 18.1]","[0.0, 0.18]","[0.0, 72.38]","[0.0, 1.45]",USA,natural,"For a snack, I have a cup of tap water and a raw orange."
"['Biscuit, from refrigerated dough', 'Beef steak, battered, fried, NS as to fat eaten']","[22.07, 13.35]","[5.05, 15.8]","[145.8, 309.54]","[3.06, 28.41]",USA,natural,"I made a breakfast with one biscuit and a cup of diced, cooked fried beef steak."
"['Cookie, gluten free', 'Tea, iced, bottled, green, diet']","[22.81, 4.87]","[5.37, 0.0]","[142.2, 20.96]","[0.66, 0.0]",USA,natural,I'm enjoying a medium-sized gluten-free cookie with a 16.9 fl oz bottle of diet iced green tea for lunch.
"['Chicken, baby food, junior', 'Corn, creamed, baby food, junior']","[0.0, 27.62]","[6.82, 0.68]","[103.66, 110.5]","[9.94, 2.38]",USA,natural,Lunch will be a jar of junior chicken baby food along with a jar of junior creamed corn baby food.
"['Tea, iced, brewed, black, unsweetened', 'Water, tap', 'Banana, raw']","[2.16, 0.0, 28.78]","[0.0, 0.0, 0.42]","[7.2, 0.0, 112.14]","[0.0, 0.0, 1.37]",USA,natural,"I have one large drink of unsweetened iced tea, a cup of tap water, and one banana for my snack."
"['Hard candy', 'Tortilla chips, plain']","[13.72, 20.33]","[0.03, 6.2]","[55.16, 141.6]","[0.0, 2.13]",USA,natural,I’m having a snack of a half-ounce hard candy and a cup of tortilla chips.
"['Pork, spareribs, cooked, lean only eaten']",[0.0],[12.38],[276.04],[38.58],USA,natural,"This morning, I'm eating a cup of cooked lean pork spareribs."
"['Bread, fruit', 'Gumdrops']","[19.36, 13.85]","[7.22, 0.0]","[149.24, 55.44]","[2.44, 0.0]",USA,natural,"For a snack, I'm having a slice of fruit bread and a slice of gumdrops."
"['Water, tap', 'Pasta with cream sauce and poultry, ready-to-heat']","[0.0, 40.55]","[0.0, 21.7]","[0.0, 420.0]","[0.0, 15.72]",USA,natural,"For my dinner, I've got a cup of water and a cup of pasta with cream sauce and poultry that's ready to heat up."
"['Lettuce, raw', 'Water, tap']","[1.02, 0.0]","[0.05, 0.0]","[4.9, 0.0]","[0.4, 0.0]",USA,natural,I grabbed a cup of raw lettuce and a cup of water for a quick snack.
"['Tortilla chips, nacho cheese flavor (Doritos)', 'Vienna sausage, canned']","[17.03, 2.94]","[7.68, 21.92]","[145.32, 259.9]","[2.06, 11.86]",USA,natural,I'm enjoying a can of Vienna sausage along with a small single serving of nacho cheese flavored tortilla chips for dinner.
"['Turkey, NFS']",[0.0],[0.62],[41.7],[8.64],USA,natural,I'm having a small or thin slice of turkey for my dinner.
"['Applesauce, baby food, junior']",[17.51],[0.0],[62.9],[0.0],USA,natural,"For a quick snack, I'm having a jar of baby food applesauce."
"['Ice cream bar, vanilla, chocolate coated', 'Cheese flavored corn snacks (Cheetos)']","[18.38, 14.99]","[18.08, 10.08]","[248.25, 156.8]","[3.08, 1.64]",USA,natural,"For a snack, I'm having a vanilla ice cream bar that's chocolate coated and a small bag of Cheetos."
"['Tamale with meat', 'Soft taco with meat']","[18.94, 26.7]","[17.52, 14.16]","[275.2, 290.82]","[11.05, 14.0]",USA,natural,I just made a medium tamale filled with meat and a medium taco with meat for breakfast.
"['Croissant sandwich with ham, egg, and cheese', 'Jelly, all flavors']","[29.42, 9.79]","[23.17, 0.0]","[404.55, 37.24]","[19.3, 0.02]",USA,natural,"For breakfast, I'm having a croissant sandwich filled with ham, egg, and cheese, along with an individual packet of jelly."
"['Water, bottled, unsweetened', 'Nectarine, raw']","[0.0, 12.85]","[0.0, 0.39]","[0.0, 54.6]","[0.0, 1.48]",USA,natural,I grabbed a 12 fl oz bottle of water and a fresh nectarine for my snack.
"['Water, bottled, unsweetened', 'Carrots, raw']","[0.0, 11.5]","[0.0, 0.29]","[0.0, 49.2]","[0.0, 1.12]",USA,natural,"For lunch, I'm having a bottle of unsweetened bottled water and a cup of raw carrots."
"['Water, bottled, unsweetened', 'Orange juice, 100%, canned, bottled or in a carton']","[0.0, 42.93]","[0.0, 0.45]","[0.0, 182.28]","[0.0, 2.53]",USA,natural,I'm having a bottle of unsweetened bottled water and a bottle of 100% orange juice as a snack.
['Soy milk'],[12.0],[3.59],[104.92],[6.34],USA,natural,"For dinner, I'm having a cup of soy milk."
"['Soft drink, fruit flavored, caffeine containing', 'Cheeseburger, on white bun, 1 medium patty']","[47.73, 30.72]","[0.0, 26.75]","[182.28, 490.05]","[0.0, 29.57]",USA,natural,Lunch today includes a cheeseburger and a 12 fl oz can of caffeine-containing soft drink.
['Italian sausage'],[0.22],[2.62],[32.2],[1.82],USA,natural,I’m starting my day with one miniature Italian sausage link.
"['Bread, oatmeal', 'Egg salad, made with mayonnaise']","[13.58, 0.75]","[1.23, 17.12]","[75.32, 190.18]","[2.35, 7.59]",USA,natural,"For dinner, I'm having a medium slice of oatmeal bread with a large serving of egg salad made with mayonnaise."
"['Celery, raw', 'Chocolate milk, ready to drink, reduced fat', 'Hot pepper sauce', 'Burrito with beans, meatless']","[0.12, 30.08, 0.07, 32.47]","[0.01, 4.71, 0.07, 15.01]","[0.56, 188.48, 1.08, 326.4]","[0.03, 7.42, 0.12, 15.67]",USA,natural,"Lunch today includes a piece of raw celery, a cup of ready-to-drink reduced fat chocolate milk, a packet of hot pepper sauce, and a small meatless burrito."
"['Chocolate milk, ready to drink, reduced fat', 'Tortilla chips, nacho cheese flavor (Doritos)']","[30.08, 17.03]","[4.71, 7.68]","[188.48, 145.32]","[7.42, 2.06]",USA,natural,"For lunch, I'm having a cup of reduced fat chocolate milk and a small bag of nacho cheese Doritos."
"['Kit Kat', 'Roll, sweet, cinnamon bun, frosted']","[27.77, 43.74]","[11.18, 23.95]","[222.74, 406.8]","[2.8, 4.0]",USA,natural,"For my snack, I’m enjoying a Kit Kat bar along with a medium cinnamon bun that’s frosted."
"['Macaroni or noodles with cheese, made from packaged mix', 'Apple juice, 100%']","[50.99, 14.8]","[18.33, 0.17]","[409.4, 60.26]","[10.67, 0.13]",USA,natural,"Dinner tonight is a cup of mac and cheese from a mix, and I’ll drink a fun size box of apple juice with it."
"['Apple juice, 100%', 'Bagel']","[14.01, 55.0]","[0.16, 1.39]","[57.04, 277.2]","[0.12, 11.09]",USA,natural,"For lunch, I have an individual container of 100% apple juice and a regular bagel."
"['Barley soup, home recipe, canned, or ready-to-serve']",[47.08],[5.69],[308.36],[16.66],USA,natural,"For dinner, it's just me and a can of barley soup, prepared to the directions."
"['Water, bottled, unsweetened', 'Fajita with meat and vegetables']","[0.0, 20.92]","[0.0, 10.07]","[0.0, 234.3]","[0.0, 14.71]",USA,natural,I have a 20 fl oz bottle of water and one fajita with meat and veggies for my lunch.
"['Water, bottled, unsweetened', 'Burrito with chicken and sour cream']","[0.0, 39.71]","[0.0, 35.99]","[0.0, 639.2]","[0.0, 39.44]",USA,natural,"For my dinner, I have a medium burrito with chicken and sour cream paired with a bottle of water."
"['Bread, multigrain, toasted', 'Peanut butter', 'Water, tap']","[18.58, 3.57, 0.0]","[1.81, 8.18, 0.0]","[113.49, 95.52, 0.0]","[5.73, 3.6, 0.0]",USA,natural,"For breakfast, I'm having a large slice of toasted multigrain bread with a tablespoon of peanut butter and a cup of tap water."
"['Coffee, Cappuccino', 'SNICKERS Bar']","[6.62, 35.06]","[2.38, 13.59]","[64.8, 279.87]","[4.1, 4.29]",USA,natural,"For my snack, it's an 8 fl oz cappuccino and a 2 oz Snickers bar."
"['Orange, raw', 'Cookie, chocolate, with icing or coating']","[18.1, 42.76]","[0.18, 15.25]","[72.38, 319.41]","[1.45, 2.84]",USA,natural,I have a raw orange and a large chocolate cookie with icing for my snack.
"['Shrimp, coated, fried, made with oil', 'Potato, french fries, from frozen, fried']","[3.31, 13.94]","[3.48, 8.44]","[63.6, 134.4]","[4.54, 1.5]",USA,natural,I ate one jumbo fried shrimp and a cup of french fries made from frozen potatoes for dinner.
"['Gerber Finger Foods, Puffs, baby food']",[10.74],[1.39],[58.94],[0.9],USA,natural,I'm eating a cup of Puffs baby food for breakfast.
"['Popcorn, microwave, butter flavored', 'Tea, iced, bottled, black']","[47.59, 80.35]","[26.41, 1.64]","[457.3, 334.8]","[7.39, 0.0]",USA,natural,I'm having a quick snack of a regular microwave bag of butter popcorn and a large iced black tea.
"['Bacon, lettuce, tomato, and cheese submarine sandwich, with spread']",[41.0],[36.24],[605.8],[28.47],USA,natural,"Lunch today is a submarine sandwich that includes bacon, lettuce, tomato, cheese, and some spread."
"['Crackers, sandwich, cheese filled (Ritz)', 'Banana, raw']","[25.22, 28.78]","[11.29, 0.42]","[215.55, 112.14]","[3.45, 1.37]",USA,natural,"For lunch, I’m having an individual package of cheese-filled Ritz crackers with a banana."
"['Soft drink, fruit flavored, caffeine containing, diet', 'Potato, french fries, fast food', 'Big Mac (McDonalds)']","[0.0, 74.59, 44.14]","[0.0, 26.51, 28.9]","[0.0, 561.6, 535.05]","[0.36, 6.17, 24.48]",USA,natural,"For dinner, I'm having a 12 fl oz diet fruit soda, a large order of fries, and one Big Mac from McDonald's."
"['Egg, cheese and bacon on bagel']",[52.67],[31.27],[632.22],[33.58],USA,natural,"I made a bagel sandwich filled with egg, cheese, and bacon for breakfast."
"['Pizza, cheese, stuffed crust', 'Pizza with pepperoni, stuffed crust']","[44.4, 44.59]","[17.21, 24.62]","[405.52, 485.44]","[18.1, 21.19]",USA,natural,"For lunch, I'm having a piece of cheese stuffed crust pizza and a piece of pepperoni stuffed crust pizza."
"['Cheeseburger, from school cafeteria', 'Chocolate milk, NFS']","[23.87, 33.38]","[8.64, 0.0]","[253.0, 166.16]","[18.89, 8.41]",USA,natural,I had a school cafeteria cheeseburger with a cup of chocolate milk for lunch.
"['Doughnut, chocolate', 'Water, bottled, unsweetened']","[38.96, 0.0]","[16.83, 0.0]","[312.75, 0.0]","[3.9, 0.0]",USA,natural,I’m enjoying a snack of one chocolate doughnut and a bottle of unsweetened water.
['Gelatin dessert'],[13.48],[0.0],[57.0],[1.16],USA,natural,I'm eating a snack size container of gelatin dessert right now.
"['Pork, spareribs, barbecued, with sauce, lean and fat eaten']",[5.1],[8.92],[137.2],[8.58],USA,natural,"For dinner, I'm having a medium barbecued sparerib with sauce, and it's all lean meat and fat."
"['Soft drink, cola, diet', 'Potato chips, ruffled, other flavored']","[1.74, 15.66]","[0.18, 8.7]","[12.0, 136.36]","[0.66, 1.82]",USA,natural,"I'm having a bottle of diet cola, 20 fl oz, and a small bag of ruffled potato chips for lunch."
"['Pizza, cheese, from school lunch, medium crust', 'Apple juice, 100%']","[43.66, 14.01]","[12.63, 0.16]","[367.5, 57.04]","[20.09, 0.12]",USA,natural,I had a piece of cheese pizza from school and a single serving of 100% apple juice for lunch.
"['Breakfast tart', 'Orange juice, 100%, canned, bottled or in a carton']","[38.79, 14.31]","[4.87, 0.15]","[207.9, 60.76]","[2.17, 0.84]",USA,natural,I’m enjoying a Pop Tart with a carton of orange juice for breakfast.
"['Turnover, meat- and cheese-filled, no gravy', 'Water, bottled, unsweetened']","[43.38, 0.0]","[12.98, 0.0]","[342.22, 0.0]","[13.01, 0.0]",USA,natural,"For brunch, I'm having a Beef & Cheddar Hot Pocket and a bottle of water."
"['Chicken breast, sauteed, skin not eaten']",[0.0],[6.54],[211.2],[35.54],USA,natural,I'm eating a medium chicken breast that’s been sautéed for lunch.
"['Grits, with cheese, fat added']",[27.26],[12.65],[259.2],[8.54],USA,natural,"For breakfast, I'm having a cup of cooked grits with cheese."
"['Sweet potatoes, baby food, strained']",[9.37],[0.07],[40.47],[0.78],USA,natural,"For lunch, I'm having a Gerber 1st FOODS jar of strained baby food sweet potatoes."
"['Topping, chocolate flavored hazelnut spread', 'Pretzels, hard, white chocolate coated']","[12.47, 20.92]","[5.95, 3.97]","[107.8, 123.48]","[1.08, 1.66]",USA,natural,"For a snack, I'm having a tablespoon of chocolate flavored hazelnut spread with a small bag of white chocolate coated pretzels."
"['Pizza with meat other than pepperoni, from restaurant or fast food, medium crust', 'Water, tap', 'Caramel candy, chocolate covered', 'Cookie, brownie, without icing']","[42.26, 0.0, 6.57, 31.95]","[17.04, 0.0, 1.18, 8.15]","[386.4, 0.0, 37.53, 202.5]","[15.87, 0.0, 0.48, 2.4]",USA,natural,"For lunch, I had a piece of medium crust pizza with meat, a cup of tap water, a piece of chocolate-covered caramel candy, and a medium brownie cookie."
['Wine cooler'],[13.59],[0.0],[91.8],[0.0],USA,natural,I’m having a glass of wine cooler for a snack.
"['Apple juice, 100%', 'Carrots, raw', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on whole wheat bread']","[14.01, 5.75, 48.38]","[0.16, 0.14, 18.74]","[57.04, 24.6, 402.08]","[0.12, 0.56, 14.07]",USA,natural,"For lunch, I'm having an individual container of 100% apple juice, a regular carrot, and a peanut butter and jelly sandwich made with regular peanut butter and jelly on whole wheat bread."
"['Roast beef submarine sandwich, on roll, au jus']",[33.85],[24.67],[461.27],[23.82],USA,natural,I’m having a roast beef submarine sandwich with au jus for dinner.
['Alcoholic malt beverage'],[3.24],[0.0],[696.0],[10.8],USA,natural,I’m having a 40 fl oz bottle of alcoholic malt beverage for a snack.
"['Soft drink, fruit flavored, caffeine free', 'Roll, Mexican, bolillo', 'Milk, reduced fat (2%)']","[37.72, 42.39, 11.98]","[0.07, 4.41, 4.64]","[148.8, 241.68, 122.0]","[0.19, 8.09, 8.17]",USA,natural,"For dinner, I'm having a can of caffeine-free fruit-flavored soft drink, a small Mexican bolillo roll, and a cup of reduced-fat milk."
"['Vegetable soup, canned, prepared with water or ready-to-serve', 'Water, tap']","[46.29, 0.0]","[2.11, 0.0]","[228.54, 0.0]","[6.68, 0.0]",USA,natural,I made a can of vegetable soup according to the directions and I’m drinking a cup of tap water with it for lunch.
"['Orange, raw', 'Apple, raw', 'Chocolate milk, ready to drink, reduced sugar, NS as to milk', 'Pizza with pepperoni, stuffed crust']","[18.1, 22.79, 19.05, 44.59]","[0.18, 0.28, 2.58, 24.62]","[72.38, 85.8, 141.36, 485.44]","[1.45, 0.43, 8.51, 21.19]",USA,natural,"For lunch, I'm having a raw orange, a small raw apple, a cup of reduced sugar chocolate milk, and a piece of stuffed crust pepperoni pizza."
['Rum and cola'],[17.55],[0.43],[200.25],[0.0],USA,natural,"For a snack, I'm having one drink of rum and cola."
['Chicken or turkey with stuffing'],[23.48],[9.76],[344.0],[40.08],USA,natural,I’m eating a cup of chicken and stuffing.
"['Breakfast tart', 'Yogurt, low fat milk, fruit', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton']","[77.58, 9.25, 27.95]","[9.74, 0.88, 0.3]","[415.8, 56.96, 116.56]","[4.33, 2.98, 1.69]",USA,natural,"For breakfast, I had a package of two Breakfast Tarts, a tube of low-fat yogurt with fruit, and an 8 fl oz bottle of orange juice with added calcium."
