description,carb,fat,energy,protein,country,amount_type,queries
"['Potato chips, baked, plain', 'Water, bottled, unsweetened']",[19.99],[5.1],[131.32],[1.4],USA,natural,"I’m having a small single serving bag of plain baked potato chips for a snack, and 507 grams of bottled water."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'CARROT, GRIDDLING', 'CHICKEN OR POULTRY BREAST, ROASTING', 'CUCUMBER, RAW', 'LETTUCE, TOMATO, AND ONION SALAD, NOT DETERMINED', 'OLIVE OIL, NOT APPLICABLE', 'PUMPKIN, COOKING WITHOUT FATS/OILS', 'RICE (POLISHED, PARBOILED, NEEDLE, NEEDLED, ETC.), NOT DETERMINED', 'Water, bottled, unsweetened']","[20.45, 2.54, 0.0, 0.8, 2.44, 0.0, 5.97, 29.13]","[2.41, 0.37, 8.86, 0.03, 2.93, 19.2, 0.21, 1.59]","[111, 13, 536, 4, 37, 173, 26, 138]","[6.57, 0.39, 114.41, 0.25, 0.68, 0.0, 1.81, 2.4]",BRA,metric,"For lunch, I'm having 140g of various black and multicolored beans, along with 25g of grilled carrots, 360g of roasted chicken breast, 36g of raw cucumber, 60g of a salad with lettuce, tomato, and onion, 19.2g of olive oil, 150g of cooked pumpkin without fats or oils, and 100g of polished rice, and 507 grams of bottled water."
"['Strawberry milk, reduced fat', 'Pancakes, from school, NFS', 'Water, bottled, unsweetened']","[26.56, 16.17]","[4.46, 2.63]","[176.08, 92.4]","[7.81, 2.5]",USA,metric,"For breakfast, I'm having 248 grams of reduced fat strawberry milk and 40 grams of school pancakes, and 507 grams of bottled water."
"['Milk, cow, whole fat (pasteurized UTH)', 'Rice, white, milled, boiled', 'Water, bottled, unsweetened']","[4.3, 13.1]","[3.5, 0.1]","[63, 59]","[3.1, 1.1]",PAK,metric,"I have 53g of boiled white rice and 100g of whole milk for dinner, and 507 grams of bottled water."
"['Fruit smoothie, with whole fruit and dairy, added protein', 'Pretzels, hard, peanut butter filled', 'Water, bottled, unsweetened']","[52.43, 1.82]","[6.53, 0.57]","[415.8, 13.59]","[39.85, 0.42]",USA,natural,"Having a small fruit smoothie along with a miniature hard pretzel filled with peanut butter for my lunch, and 507 grams of bottled water."
"['Ravioli, meat-filled, with tomato sauce or meat sauce, canned', '3 MUSKETEERS Bar', 'Water, bottled, unsweetened']","[33.28, 11.67]","[8.56, 1.91]","[243.47, 65.4]","[8.13, 0.39]",USA,metric,"I have 251 grams of canned meat ravioli with tomato sauce and a 15-gram 3 MUSKETEERS Bar for lunch, and 507 grams of bottled water."
"['Taco or tostada with meat and beans, from fast food', 'Burrito with meat and beans, from fast food', 'Water, bottled, unsweetened']","[25.64, 64.97]","[15.6, 18.9]","[284.62, 500.4]","[11.32, 19.54]",USA,metric,"I ate a taco with meat and beans weighing 133 grams and a burrito with the same filling that was 278 grams for lunch, and 507 grams of bottled water."
"['Apple, raw', 'Soy milk', 'Apple juice, 100%', 'Muffin, chocolate', 'Water, bottled, unsweetened']","[27.62, 12.0, 23.62, 65.82]","[0.34, 3.59, 0.27, 24.05]","[104.0, 104.92, 96.14, 508.3]","[0.52, 6.34, 0.21, 8.31]",USA,natural,"I’ve got a medium apple, a cup of soy milk, a 6.75 fl oz pouch of apple juice, and a chocolate muffin for breakfast, and 507 grams of bottled water."
"['Cheese, Mozzarella, part skim', 'Peanut butter sandwich, with regular peanut butter, on wheat bread', 'Water, bottled, unsweetened']","[1.26, 34.39]","[5.78, 18.74]","[84.48, 349.6]","[6.72, 14.04]",USA,natural,"Lunch is a stick of part-skim mozzarella cheese and a peanut butter sandwich made with regular peanut butter on wheat bread, and 507 grams of bottled water."
"['Cookie, butter or sugar, with icing or filling other than chocolate', 'Vodka and diet cola', 'Water, bottled, unsweetened']","[30.53, 0.5]","[6.27, 0.04]","[181.86, 135]","[1.42, 0.18]",USA,metric,"I'm enjoying a 42-gram cookie with icing and a 225-gram serving of vodka and diet cola for dinner, and 507 grams of bottled water."
"['Potato chips, barbecue flavored', 'Beer, low carb', 'Water, bottled, unsweetened']","[15.66, 2.63]","[8.7, 0.0]","[136.36, 97.2]","[1.82, 0.61]",USA,natural,"For a snack, I'm having a small single serving bag of barbecue flavored potato chips and a can of low carb beer, and 507 grams of bottled water."
"['Tea, iced, brewed, black, pre-sweetened with sugar', 'Potato, french fries, fast food', 'Fish sandwich, fried, from fast food, with cheese', 'Water, bottled, unsweetened']","[59.07, 45.58, 34.29]","[0.15, 16.2, 16.59]","[230.64, 343.2, 385.05]","[0.0, 3.77, 23.1]",USA,natural,"I'm having a large pre-sweetened iced black tea, along with a small fast food order of french fries and a regular fried fish sandwich with cheese for lunch, and 507 grams of bottled water."
"['Coffee, brewed, blend of regular and decaffeinated', 'Potato chips, barbecue flavored', 'Doughnut, cake type, with icing', 'Water, bottled, unsweetened']","[0, 15.66, 38.42]","[0.05, 8.7, 17.39]","[0, 136.36, 323.25]","[0.53, 1.82, 3.19]",USA,metric,"I'm enjoying 480 grams of coffee, 28 grams of barbecue chips, and a 75-gram doughnut with icing for lunch, and 507 grams of bottled water."
"['Coffee, Iced Cafe Mocha', 'Water, bottled, unsweetened']",[22.2],[2.26],[124],[3.92],USA,metric,"I’m enjoying 248 grams of iced cafe mocha coffee for a snack, and 507 grams of bottled water."
"['Yogurt, low fat milk, fruit', 'Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)', 'Water, bottled, unsweetened']","[9.25, 13.52]","[0.88, 4.16]","[56.96, 98.91]","[2.98, 2.12]",USA,natural,"For my snack, I had one tube of low-fat yogurt with fruit and one crunchy granola bar from Nature Valley, and 507 grams of bottled water."
"['Chicken thigh, grilled with sauce, skin eaten', 'Roll, white, soft', 'Milk, whole', 'Water, bottled, unsweetened']","[8.01, 26.06, 11.39]","[15.15, 2.03, 7.81]","[255.2, 145.08, 146.4]","[20.47, 5.08, 8.0]",USA,natural,"For lunch, I'm having a medium grilled chicken thigh with sauce, a large soft white roll, and a cup of whole milk, and 507 grams of bottled water."
"['Milk, dry, reconstituted, low fat (1%)', 'Water, bottled, unsweetened']",[11.1],[2.46],[97.6],[7.73],USA,metric,"For breakfast, I enjoyed 244 grams of low-fat dry milk, and 507 grams of bottled water."
"['Pudding, chocolate, ready-to-eat, sugar free', 'Water, bottled, unsweetened']",[11.56],[2.22],[81.4],[3.84],USA,metric,"For my snack, I’m having 110 grams of chocolate pudding, and it’s sugar-free and ready to eat, and 507 grams of bottled water."
"['Banana chips', 'Water, bottled, unsweetened']",[42.05],[24.19],[373.68],[1.66],USA,metric,"For a snack, I'm munching on 72 grams of banana chips, and 507 grams of bottled water."
"['Cheese, Mozzarella, part skim', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread', 'Water, bottled, unsweetened']","[1.26, 50.65]","[5.78, 18.51]","[84.48, 406.56]","[6.72, 12.89]",USA,natural,"For lunch, I have a stick of part-skim mozzarella cheese and a peanut butter and jelly sandwich made with regular peanut butter and jelly on white bread, and 507 grams of bottled water."
"['Tilapia, baked or broiled, made with butter', 'Water, bottled, unsweetened']",[0.23],[11.62],[327.7],[55.55],USA,metric,"For dinner, I've got some baked tilapia with butter, weighing in at 226 grams, and 507 grams of bottled water."
"['Tea, iced, bottled, black', 'Cookie, animal', 'Water, bottled, unsweetened']","[80.35, 20.75]","[1.64, 3.86]","[334.8, 124.88]","[0.0, 1.93]",USA,natural,"For my snack, I poured myself a large iced tea and opened a bag of animal cookies, and 507 grams of bottled water."
"['MILKY WAY Bar', 'Water, bottled, unsweetened']",[6.05],[1.46],[38.76],[0.34],USA,natural,"For a quick snack, I'm enjoying one miniature MILKY WAY Bar, and 507 grams of bottled water."
"['Cereal (General Mills 25% Less Sugar Cinnamon Toast Crunch)', 'Water, bottled, unsweetened']",[31.28],[3.96],[154.4],[2.04],USA,natural,"For breakfast, I'm having a cup of 25% Less Sugar Cinnamon Toast Crunch cereal, and 507 grams of bottled water."
"['Peanut butter, lower sodium', 'Banana, raw', 'Water, bottled, unsweetened']","[3.57, 28.78]","[8.22, 0.42]","[95.68, 112.14]","[3.55, 1.37]",USA,natural,"Lunch today is a raw banana paired with a tablespoon of lower sodium peanut butter, and 507 grams of bottled water."
"['BEEF SOUP', 'COFFEE, GROUNDED BASED W/SUGAR', 'FRIED RICE', 'TORTILLA, MAIZE BASED', 'Water, bottled, unsweetened']","[20.67, 11.73, 13.1, 66.45]","[2.7199999999999998, 0.31, 2.82, 1.48]","[206, 45, 85, 302]","[23.799999999999997, 0.26, 1.26, 7.99]",GTM,metric,"I just made a dinner with 217.9g of beef soup, a small amount of coffee with sugar at 12.6g, 51g of fried rice, and a 148g maize tortilla, and 507 grams of bottled water."
"['Peas, baby food, strained', 'Applesauce, baby food, strained', 'Water, bottled, unsweetened']","[9.45, 12.2]","[0.49, 0.23]","[56.5, 46.33]","[3.7, 0.23]",USA,metric,"I have 113 grams of strained peas and 113 grams of applesauce for my dinner, and 507 grams of bottled water."
"['Milk, whole', 'Gerber Finger Foods, Puffs, baby food', 'Water, bottled, unsweetened']","[11.39, 10.74]","[7.81, 1.39]","[146.4, 58.94]","[8, 0.9]",USA,metric,"For dinner, I’m having a mix of 244 grams of whole milk and 14 grams of Gerber Puffs, and 507 grams of bottled water."
"['Macaroni or noodles with cheese, made from packaged mix', 'Frankfurter or hot dog, beef and pork', 'Water, bottled, unsweetened']","[50.99, 3.01]","[18.33, 14.51]","[409.4, 166.44]","[10.67, 5.83]",USA,natural,"For dinner, I'm having a cup of macaroni and cheese made from a packaged mix with one beef and pork hot dog, and 507 grams of bottled water."
"['Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food', 'Tea, iced, brewed, black, pre-sweetened with sugar', 'Potato, hash brown, from fast food', 'Water, bottled, unsweetened']","[45.95, 59.07, 15.88]","[36.1, 0.15, 9.37]","[626.78, 230.64, 149.6]","[28.88, 0.0, 1.42]",USA,natural,"For breakfast, I had a medium burrito with egg, potato, and breakfast meat from a fast food place, along with a large iced black tea that's pre-sweetened and a hash brown patty, and 507 grams of bottled water."
"['Bologna, NFS', 'Doughnut, yeast type', 'Cookie, marshmallow, with rice cereal, no bake', 'Water, bottled, unsweetened']","[1.77, 28.76, 30.59]","[6.66, 13.62, 3.42]","[78.68, 252.6, 158.46]","[2.9, 3.68, 1.29]",USA,natural,"For a quick snack, I ate a slice of bologna, a doughnut, and a medium bar of that rice cereal marshmallow cookie, and 507 grams of bottled water."
"['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Spinaches and similar-, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, GENERIC-TERM = Other', 'Stock cubes or granulate (bouillon base)', 'Water, bottled, unsweetened']","[0.5, 0.0, 0.0, 39.5, 0.2, 0.2]","[0.0, 0.0, 0.0, 1.7, 0.0, 0.0]","[3, 0, 0, 180, 1, 2]","[0.2, 0.0, 0.0, 6.0, 0.1, 0.2]",BFA,metric,"I enjoyed 4 grams of boiled baobab leaves along with 3 grams of boiled salt and 4 grams of liquid potassium salt for a snack. I also had 53 grams of white sorghum flour with husks, 3 grams of fresh boiled spinach, and 1 gram of stock cubes, and 507 grams of bottled water."
"['Hamburger, on white bun, 1 medium patty', 'Water, bottled, unsweetened']",[29.99],[20.85],[417.6],[25.39],USA,natural,"For dinner, I'm having a hamburger on a white bun with a medium patty, and 507 grams of bottled water."
"['Hard candy', 'Water, bottled, unsweetened']",[5],[0.01],[20.09],[0],USA,metric,"I grabbed some hard candy for a quick snack, about 5.1 grams, and 507 grams of bottled water."
"['Sausage on biscuit', 'Jelly, all flavors', 'Water, bottled, unsweetened']","[35.09, 13.99]","[28.57, 0]","[434.07, 53.2]","[11.31, 0.03]",USA,metric,"For breakfast, I'm having a 117.0g sausage on a biscuit with 20.0g of jelly, and 507 grams of bottled water."
"['* groundnuts, powder, raw, *boiled*', '* onion, large bulb, fresh, raw *boiled*', '* sweetpotato leaves, fresh, raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'beef,high fat,fresh,roasted', 'grasshoppers,fresh,boiled', 'Water, bottled, unsweetened']","[1.9, 0.4, 1.3, 0.5, 0.0, 0.6]","[5.9, 0.0, 0.1, 0.0, 3.4, 0.4]","[68, 2, 7, 2, 45, 17]","[3.1, 0.0, 0.8, 0.1, 3.2, 2.7]",ZMB,metric,"I enjoyed a snack that included 12 grams of raw groundnut powder, 4 grams of boiled onion, 21 grams of boiled sweet potato leaves, 12 grams of boiled tomato, 16 grams of roasted beef, and 9 grams of boiled grasshoppers, and 507 grams of bottled water."
"['Soft drink, cola, decaffeinated', 'Cucumber, raw', 'Water, bottled, unsweetened']","[65.6, 7.26]","[0.0, 0.22]","[254.2, 30.0]","[0.0, 1.3]",USA,natural,"For dinner, I'm having a bottle of decaffeinated cola and a raw cucumber, and 507 grams of bottled water."
"['Milk, reduced fat (2%)', 'Tomato soup, prepared with water, or ready-to-serve', 'Cheese sandwich, American cheese, on wheat bread, no spread', 'Water, bottled, unsweetened']","[1.5, 18.84, 30.97]","[0.58, 0.54, 12.07]","[15.25, 80.52, 286.62]","[1.02, 1.81, 13.6]",USA,metric,"For dinner, I'm having a cheese sandwich made with 102.0g of American cheese on wheat bread, along with a bowl of 244.0g of tomato soup and a glass of 30.5g of reduced-fat milk, and 507 grams of bottled water."
"['HOMEMADE CAKE', 'PLANTAIN, MATURE, W/SUGAR', 'Water, bottled, unsweetened']","[75.28999999999999, 28.3]","[25.27, 0.07]","[559, 109]","[8.26, 0.24]",GTM,metric,"I'm enjoying a snack that includes 134.3g of homemade cake and 40.9g of plantain with sugar, and 507 grams of bottled water."
"['Orange, raw', 'Chewing gum, regular', 'Water, bottled, unsweetened']","[1.76, 3.87]","[0.02, 0.01]","[7.05, 14.4]","[0.14, 0.0]",USA,natural,"For a snack, I'm having one slice of raw orange and a piece of chewing gum, and 507 grams of bottled water."
"['French toast sticks, plain, from fast food / restaurant', 'Potato, hash brown, from fast food', 'Water, bottled, unsweetened']","[12.12, 46.21]","[5.22, 27.26]","[100, 435.2]","[1.76, 4.13]",USA,metric,"For breakfast, I'm having 25 grams of plain French toast sticks from a fast food place and 160 grams of hash browns, and 507 grams of bottled water."
"['Fruit / vegetable juices and nectars, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Mayonnaise sauce', 'Wheat bread and rolls, brown or wholemeal, PREPARATION-PRODUCTION-PLACE = Food industry prepared', 'Water, bottled, unsweetened']","[24.8, 0.1, 1.6]","[0.0, 2.2, 0.1]","[84, 20, 9]","[0.1, 0.0, 0.3]",MEX,metric,"For a snack, I had 212g of prepared fruit and vegetable juice, along with 3g of mayonnaise sauce, and 3g of wholemeal bread, and 507 grams of bottled water."
"['Roll, white, hard', 'Water, bottled, unsweetened']",[32.67],[2.67],[181.66],[6.14],USA,metric,"I’m eating a 62g roll that's white and hard this morning, and 507 grams of bottled water."
"['Burrito with meat, beans, and sour cream', 'Cookie, sugar wafer, chocolate-covered', 'Milk, whole', 'Water, bottled, unsweetened']","[78.98, 9.9, 11.39]","[65.85, 4.14, 7.81]","[1114.94, 78.9, 146.4]","[51.37, 0.52, 8.0]",USA,natural,"I'm having a snack that includes a large burrito with meat, beans, and sour cream, a chocolate-covered wafer, and a cup of whole milk, and 507 grams of bottled water."
"['Soft taco with meat and beans', 'Salsa, red, commercially-prepared', 'Soft drink, pepper type', 'Water, bottled, unsweetened']","[31.28, 1.08, 64.23]","[11.38, 0.03, 1.55]","[275.65, 4.64, 260.4]","[12.29, 0.23, 0]",USA,metric,"For breakfast, I'm having a 149g soft taco filled with meat and beans, topped with 16g of red salsa, and a 620g pepper-flavored soft drink, and 507 grams of bottled water."
"['Roll, sweet, cinnamon bun, frosted', 'Bread, white', 'Water, bottled, unsweetened']","[32.08, 13.78]","[17.56, 1.01]","[298.32, 75.6]","[2.94, 2.64]",USA,natural,"For dinner, I'm having a Little Debbie cinnamon bun along with a medium slice of white bread, and 507 grams of bottled water."
"['Bread, wheat or cracked wheat', 'Cheese, American', 'Water, bottled, unsweetened']","[13.31, 1.86]","[1.27, 4.84]","[76.72, 64.47]","[2.99, 3.38]",USA,natural,"For lunch, I had a medium slice of wheat bread with a slice of American cheese, and 507 grams of bottled water."
"['Cream cheese, regular, plain', 'Bagel, wheat, with raisins', 'Water, bottled, unsweetened']","[0.83, 54.53]","[5.17, 1.47]","[52.5, 267.75]","[0.92, 9.99]",USA,natural,"Lunch today is a wheat bagel with raisins and a tablespoon of plain cream cheese, and 507 grams of bottled water."
"['Cookie, marshmallow pie, chocolate covered', 'Grapes, raw', 'Water, bottled, unsweetened']","[52.81, 27.15]","[13.18, 0.24]","[328.38, 103.5]","[3.12, 1.08]",USA,metric,"I'm enjoying a snack that includes 78 grams of chocolate-covered marshmallow pie and 150 grams of grapes, and 507 grams of bottled water."
"['Kiwi fruit, raw', 'Water, bottled, unsweetened']",[10.5],[0.33],[43.5],[0.8],USA,metric,"I’ve got 75 grams of raw kiwi fruit for my snack, and 507 grams of bottled water."
"['Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)', 'Pickles, dill', 'Water, bottled, unsweetened']","[27.05, 1.59]","[8.32, 0.34]","[197.82, 9.6]","[4.24, 0.38]",USA,metric,"This morning, I had a Nature Valley Crunchy Granola Bar weighing 42g along with 80g of dill pickles, and 507 grams of bottled water."
"['Caramel candy, chocolate covered', 'Apricot, raw', 'Water, bottled, unsweetened']","[6.57, 3.89]","[1.18, 0.14]","[37.53, 16.8]","[0.48, 0.49]",USA,metric,"For a snack, I'm having 9 grams of chocolate-covered caramel candy and 35 grams of raw apricot, and 507 grams of bottled water."
"['Chicken breast, fried, coated, prepared skinless, coating eaten, from raw', 'Broccoli raab, cooked', 'Rice, white, with vegetables, cheese and/or cream based sauce, fat added', 'Water, bottled, unsweetened']","[9.82, 4.9, 48.81]","[16.42, 5.34, 14.83]","[359.7, 78.2, 382.52]","[40.46, 5.44, 12.31]",USA,natural,"I’m eating a medium chicken breast that’s been fried and coated, along with a cup of cooked broccoli raab and a cup of white rice with veggies and cheese sauce for dinner, and 507 grams of bottled water."
"['Frankfurter or hot dog sandwich, NFS, plain, on white bun', 'Fruit juice drink (Capri Sun)', 'Tortilla chips, nacho cheese flavor (Doritos)', 'Water, bottled, unsweetened']","[24.29, 18.6, 34.66]","[18.56, 0.13, 15.63]","[314.16, 72.54, 295.83]","[11.41, 0, 4.2]",USA,metric,"For lunch, I'm having a plain hot dog on a white bun (102.0g), along with a Capri Sun fruit juice drink (186.0g) and some nacho cheese-flavored Doritos (57.0g), and 507 grams of bottled water."
"['Energy drink, sugar free (Monster)', 'Water, bottled, unsweetened']",[6.62],[0],[24],[0],USA,metric,"For my lunch, I'm having a 480g energy drink that's sugar-free, from Monster, and 507 grams of bottled water."
"['Pizza with pepperoni, from restaurant or fast food, thin crust', 'Energy drink (NOS)', 'Water, bottled, unsweetened']","[19.14, 55.8]","[11.62, 0.0]","[218.46, 218.24]","[9.25, 0.0]",USA,natural,"For breakfast, I'm having a medium piece of thin crust pepperoni pizza from a restaurant and a can of NOS energy drink, and 507 grams of bottled water."
"['Soft drink, orange flavour', 'Wheat bread', 'Water, bottled, unsweetened']","[6.0, 33.4]","[0.0, 1.24]","[30, 172]","[0.0, 5.8]",STP,metric,"I started my day with a 200g soft drink that's orange-flavored and a slice of 69g wheat bread, and 507 grams of bottled water."
"['Corn bread, leavened, (yeâ\x80\x99bokolo kufita)', 'Ethiopian kale, fresh and raw', 'Water, bottled, unsweetened']","[17.8, 0.1]","[0.5, 0.0]","[84, 1]","[2.1, 0.1]",ETH,metric,"For lunch, I’m eating 59 grams of corn bread and 2 grams of fresh raw Ethiopian kale, and 507 grams of bottled water."
"['Semolina, SOURCE-COMMODITIES = Common millet and similar-, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = With husks', 'Shea nuts', 'Sucrose (common sugar)', 'Water, bottled, unsweetened']","[109.7, 0.0, 12.0]","[8.3, 0.7, 0.0]","[581, 48, 49]","[16.1, 1.9, 0.0]",BFA,metric,"I’m eating 169g of semolina made from common millet, along with 54g of shea nuts and a little bit of sugar, about 12g, for lunch, and 507 grams of bottled water."
"['Jelly sandwich, regular jelly, on whole wheat bread', 'Water, bottled, unsweetened']",[55.23],[2.39],[265],[6.9],USA,metric,"I made a 100g jelly sandwich with whole wheat bread and regular jelly for lunch, and 507 grams of bottled water."
"['Biscuits, sweet, plain', 'Diet soft drink with caffeine', 'Fresh egg pasta', 'Popcorn (maize, popped)', 'Sunflower seed oil, edible', 'Water, bottled, unsweetened']","[17.78, 0, 13.55, 11.69, 0]","[3.31, 0, 0.57, 0.68, 10]","[107, 0, 71.3, 58, 88.4]","[1.66, 0, 2.8, 1.94, 0]",ARG,metric,"For my snack, I had 24g of sweet biscuits, a 50g diet soft drink with caffeine, and 24.8g of fresh egg pasta. I added 15g of popcorn and drizzled 10g of sunflower seed oil on top, and 507 grams of bottled water."
"['Dosa', 'Rice', 'Tomato sambar', 'Water, bottled, unsweetened']","[15.7, 18.6, 6.599999999999999]","[4.8, 0.2, 6.699999999999999]","[118, 83, 91]","[3.0, 1.6, 1.2]",IND,metric,"For dinner, I'm having a 64.8g dosa, 77.2g of rice, and 48.8g of tomato sambar, and 507 grams of bottled water."
"['Pear, raw', 'Applesauce, flavored', 'Cookie, sugar wafer', 'Water, bottled, unsweetened']","[27.41, 15.74, 5.65]","[0.25, 0.15, 1.86]","[102.6, 61.2, 40.16]","[0.65, 0.14, 0.31]",USA,metric,"For a snack, I'm having 180 grams of raw pear, 90 grams of flavored applesauce, and an 8-gram sugar wafer cookie, and 507 grams of bottled water."
"['Cookie, chocolate chip', 'Iced Coffee, brewed', 'Water, bottled, unsweetened']","[29.41, 0]","[11.12, 0.12]","[221.4, 6]","[2.3, 0.54]",USA,metric,"I’m snacking on a chocolate chip cookie that’s 45 grams along with a 600-gram iced coffee, and 507 grams of bottled water."
"['Cassava leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Passionfruits, PROCESS = Raw, no heat treatment', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Water, bottled, unsweetened']","[6.3, 0.0, 0.0, 20.6, 62.5, 0.0, 0.0]","[0.7, 0.0, 22.5, 0.6, 3.1, 0.0, 0.0]","[47, 0, 202, 85, 286, 0, 0]","[3.7, 0.0, 0.0, 1.9, 6.2, 0.0, 0.0]",COD,metric,"For dinner, I'm having 46.4g of boiled cassava leaves without added salt, 0.7g of steamed chives, and 22.5g of red palm oil. I'm also enjoying 88.0g of fresh passionfruits, and a nice bowl of 220.0g of ready-to-eat maize porridge. To round things off, there's a tiny sprinkle of salt (0.7g) and a hint of beef stock (0.1g) mixed in for flavor, and 507 grams of bottled water."
"['Danish pastry, with fruit', 'Waffle, plain, from frozen', 'Water, bottled, unsweetened']","[25.33, 19.36]","[9.8, 3.8]","[196.63, 123.6]","[2.86, 2.97]",USA,natural,"For breakfast, I'm having a Toaster Strudel filled with fruit and a plain frozen waffle, and 507 grams of bottled water."
"['Pumpkin\t leaves (seveve)\t raw\t corrected for boling', 'Salt\t Iodized', 'Vegetable oil', 'Whole Maize Flour Ugali', 'Water, bottled, unsweetened']","[1.3, 0.0, 0.0, 55.7]","[0.4, 0.0, 25.8, 4.1]","[21, 0, 223, 302]","[2.4, 0.0, 0.0, 7.1]",KEN,metric,"For dinner, I'm enjoying 57.8 grams of raw pumpkin leaves with a bit of iodized salt (5.1g) and vegetable oil (25.8g), together with 412 grams of ugali, and 507 grams of bottled water."
"['Waffle, plain, reduced fat, from frozen', 'Pancake syrup', 'Water, bottled, unsweetened']","[18.48, 13.92]","[2.77, 0.02]","[115.6, 53.0]","[3.77, 0.0]",USA,natural,"I enjoyed one reduced-fat frozen waffle topped with a tablespoon of pancake syrup for breakfast, and 507 grams of bottled water."
"['Ice cream, vanilla', 'Ice cream cone, scooped, vanilla, waffle cone', 'Water, bottled, unsweetened']","[28.32, 69.26]","[13.2, 26.98]","[248.4, 555.9]","[4.2, 9.59]",USA,natural,"For a snack, I got a waffle cone filled with a scoop of vanilla ice cream, and 507 grams of bottled water."
"['Chicken breast, grilled without sauce, skin not eaten', 'Green beans, canned, reduced sodium, cooked, no added fat', 'Water, bottled, unsweetened']","[0, 6.05]","[6.54, 0.64]","[211.2, 30.8]","[35.54, 1.57]",USA,metric,"For breakfast, I have 120 grams of grilled chicken breast and 140 grams of green beans that are canned and low in sodium, and 507 grams of bottled water."
"['Beer', 'Dried vegetables, SOURCE = Common bean (as plant), SOURCE-COMMODITIES = Leafy vegetables, PROCESS = Boiling', 'Dried vegetables, SOURCE-COMMODITIES = Baobab leaves, PROCESS = Boiling', 'Peanuts, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = With husks', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Salt, iodised,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Stock cubes or granulate (bouillon base)', 'Water, bottled, unsweetened']","[8.9, 3.2, 0.4, 10.5, 0.0, 0.0, 39.5, 0.0]","[0.0, 0.2, 0.2, 32.1, 0.0, 0.0, 1.7, 0.0]","[98, 25, 6, 370, 0, 0, 180, 0]","[0.7, 2.5, 0.7, 16.8, 0.0, 0.0, 6.0, 0.0]",BFA,metric,"For a snack, I'm having 240g of beer along with 9g of boiled common beans, 4g of boiled baobab leaves, 93g of raw peanuts, 3g of liquid salt, 2g of boiled iodised salt, and 53g of white sorghum flour. I'm also enjoying 9g of dried common beans and 4g of dried baobab leaves. Additionally, there's 0g of stock cubes or granulate (bouillon base) in the mix, and 507 grams of bottled water."
"['Hamburger, on wheat bun, 1 medium patty', 'Water, bottled, unsweetened']",[27.71],[20.89],[410.35],[26.55],USA,natural,"I’m having a hamburger for breakfast, it’s on a wheat bun and has a medium patty, and 507 grams of bottled water."
"['Energy drink (Rockstar)', 'Banana, raw', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread', 'Water, bottled, unsweetened']","[62.99, 28.78, 48.38]","[1.09, 0.42, 18.74]","[287.68, 112.14, 402.08]","[1.69, 1.37, 14.07]",USA,natural,"For brunch, I had a sandwich with regular peanut butter and jelly on wheat bread, a banana, and a 16 fl oz Rockstar energy drink, and 507 grams of bottled water."
"['Jowar Roti', 'Ladies finger bhaji', 'Mango pickle', 'Milk, buffalo', 'Sugar, white', 'Water, bottled, unsweetened']","[52.5, 3.1, 2.6, 5.5, 5.0]","[2.3, 4.3, 1.6, 6.2, 0.0]","[246, 50, 26, 92, 20]","[5.8, 1.0, 0.4, 3.8, 0.0]",IND,metric,"For lunch, I have 58.9g of Jowar Roti, 43.3g of ladies finger bhaji, and 14.1g of mango pickle. I'm also drinking 92.7g of buffalo milk with 5g of white sugar, and 507 grams of bottled water."
"['Graham crackers', 'Water, bottled, unsweetened']",[11.65],[1.59],[64.5],[1.0],USA,natural,"For a snack, I'm having one large rectangular piece of Graham crackers, and 507 grams of bottled water."
