description,carb,fat,energy,protein,country,amount_type,queries
"['Orange juice, 100%, canned, bottled or in a carton', 'Egg, cheese, and sausage griddle cake sandwich']","[14.31, 43.86]","[0.15, 35.28]","[60.76, 579.09]","[0.84, 21.43]",USA,metric,"This morning, I’m enjoying 124 grams of orange juice along with a 199-gram egg, cheese, and sausage griddle cake sandwich."
"['BUTTER', 'CHEESE FROM COW BRINY', 'SUGAR', 'TEA FROM HERBS OR FRUITS - DRINK', 'WHITE BREAD OF WHEAT BULGARIA', 'YOGURT WITH NATURAL FLAVOUR']","[0, 1.3, 5, 0.2, 22.3, 6.5]","[4.1, 4.3, 0, 0, 0.3, 1.8]","[37, 59, 20, 1, 105, 48]","[0, 3.7, 0, 0, 3.3, 1.6]",BGR,metric,"For breakfast, I enjoyed 5 grams of butter, 22 grams of briny cow cheese, and 5 grams of sugar. I paired that with 80 grams of herbal or fruit tea and had 42 grams of white bread from Bulgaria, topped off with 50 grams of natural-flavored yogurt."
"['Sports drink (Gatorade G)', 'Pizza with pepperoni, from restaurant or fast food,  medium crust', 'Roll, sweet, cinnamon bun, frosted']","[23.92, 28.14, 43.74]","[0.0, 10.48, 23.95]","[96.72, 248.16, 406.8]","[0.0, 10.33, 4.0]",USA,natural,"For a quick snack, I've got a 12 oz Gatorade, a piece of medium pizza topped with pepperoni, and a medium frosted cinnamon roll."
"['Egg, cheese, and ham on English muffin', 'Potato, hash brown, from fast food']","[29.25, 15.88]","[13.04, 9.37]","[307.8, 149.6]","[18.41, 1.42]",USA,metric,"I’ve got a dinner plate with a 135-gram egg, cheese, and ham sandwich on an English muffin and 55 grams of hash browns."
"['BEETS, COOKED', 'DHAL CURRY', 'FISH, BROILED', 'LEAFY VEGETABLE MALLUM', 'WHITE RICE, COOKED']","[2.1, 5.54, 0.09, 1.0, 84.0]","[0.8, 2.52, 7.24, 1.12, 0.84]","[16, 50, 148, 15, 387]","[0.27, 1.65, 19.76, 0.42, 8.01]",LKA,metric,"For lunch, I'm having 30g of cooked beets, 45g of dhal curry, 89g of broiled fish, 15g of leafy vegetable mallum, and 300g of cooked white rice."
"['APPLE', 'COOKIE, CHOCOLATE FILLING', 'COOKIE, MARSHMALLOW & COCONUT']","[15.39, 25.79, 42.24]","[0.31, 6.87, 4.56]","[59, 168, 223]","[0.21, 1.92, 2.88]",CRI,metric,"I’m snacking on a 104g apple, a 36g cookie with chocolate filling, and a 60g cookie with marshmallow and coconut."
"['Dietetic or low calorie candy, chocolate covered', 'Cheese, Mozzarella, part skim']","[1.88, 1.26]","[2.16, 5.78]","[29.5, 84.48]","[0.62, 6.72]",USA,natural,"For a snack, I'm having a section of dietetic chocolate wafers and a stick of part-skim mozzarella cheese."
"['GRATED CHEESE, NOT APPLICABLE', 'PASTA WITH MEAT, NOT DETERMINED', 'PINEAPPLE JUICE, NOT DETERMINED']","[1.45, 32.46, 7.96]","[11.01, 1.33, 0.22]","[143, 171, 34]","[9.62, 7.36, 0.46]",BRA,metric,"For lunch, I’m having 30g of grated cheese, 150g of pasta with meat, and 200g of pineapple juice."
"['Burrito, taco, or quesadilla with egg and breakfast meat', 'Noodle soup, NFS', 'Soft drink, cola']","[37.21, 22.1, 38.54]","[32.21, 6.46, 0.93]","[546.12, 161.47, 156.24]","[25.75, 3.74, 0.0]",USA,natural,"Tonight's dinner includes a medium quesadilla filled with egg and breakfast meat, a cup of noodle soup, and a cola in a can."
"['Chicken breast, baked or broiled, skin not eaten, from pre-cooked']",[0],[4.28],[172.8],[33.65],USA,metric,I’m eating 120 grams of chicken breast for lunch; it’s baked and I took off the skin.
"['Mixed nuts, with peanuts, salted']",[10.52],[26.81],[302.5],[9.8],USA,metric,"For a snack, I'm having 50 grams of salted mixed nuts that include peanuts."
"['AMERICAN LOAF', 'MILK: POWDERED, NO FAT (NEW ZEALAND)', 'SOLUBLE COFFEE', 'SUGAR, BROWN']","[18.33, 6.99, 0.34, 14.8]","[1.53, 0.39, 0.01, 0.04]","[99.0, 57.0, 2.0, 60.0]","[2.91, 6.12, 0.09, 0.01]",PHL,metric,"I'm enjoying a snack of 30 grams of American loaf with 15 grams of powdered milk, a sprinkle of 0.5 grams of soluble coffee, and a touch of 15 grams of brown sugar."
"['BANANA', 'BEEF MEAT, GROUNDED, W/VEGETABLES']","[18.56, 5.8999999999999995]","[0.27, 3.3]","[72, 84]","[0.89, 7.57]",CRI,metric,"For lunch, it's an 81.3-gram banana along with 56.3 grams of ground beef mixed with some vegetables."
"['Biscuit with inclusions, filling or coating, INGREDIENT = Filled chocolate', 'Fruit soft drink, orange']","[8.86, 4.5]","[3.16, 0]","[67.8, 19]","[1, 0]",ARG,metric,"For a snack, I had a 14g filled chocolate biscuit and a 100g orange soft drink."
['Date'],[6.0],[0.03],[22.56],[0.2],USA,natural,I’ve got 1 date for my snack.
"['BREAD W/MARGARINE', 'CHAMOMILE TEA INFUSION']","[7.4399999999999995, 0.25]","[1.11, 0.0]","[45, 1]","[1.24, 0.0]",CRI,metric,I prepared 16.2g of bread with margarine along with 125g of chamomile tea for breakfast.
"['Cookie, chocolate chip, made from home recipe or purchased at a bakery', 'Cookie, oatmeal, with raisins', 'Soft drink, cola', 'Corn chips, reduced sodium']","[17.81, 20.61, 38.54, 25.54]","[8.44, 5.43, 0.93, 15.13]","[146.7, 135.0, 156.24, 247.05]","[1.74, 1.86, 0.0, 3.08]",USA,natural,"For a snack, I'm having a medium chocolate chip cookie, a medium oatmeal cookie with raisins, a can of cola, and a cup of reduced sodium corn chips."
"['Milk chocolate candy, with almonds']",[21.89],[14.1],[215.66],[3.69],USA,metric,I’m having a 41-gram piece of milk chocolate candy with almonds for a snack.
"['Fruit flavour drink', 'Pakorey', 'Vegetable patties']","[18.2, 4.1, 10.799999999999999]","[0.0, 8.2, 17.8]","[73, 96, 212]","[0.0, 1.2, 1.6]",PAK,metric,"For lunch, I had a 21.8g fruit flavor drink, 18.1g of pakorey, and 43.3g of vegetable patties."
"['BREAD', 'CHICKEN LEG', ""GOAT'S CHEESE, TELEMEA"", 'ONION, RED', 'TOMATO']","[22.0, 0.3, 0.0, 9.3, 4.3]","[1.1, 4.7, 6.0, 0.1, 0.2]","[119.0, 104.0, 73.0, 40.0, 20.0]","[5.3, 14.2, 4.3, 1.1, 1.0]",ROU,metric,"For lunch, I'm having 50g of bread with a 50g chicken leg, 20g of Telemea goat's cheese, 100g of red onion, and 111g of tomato."
"['Coffee, Cafe Mocha, with non-dairy milk']",[51.09],[4.66],[267.84],[5.65],USA,metric,"For my snack, I have a 496-gram serving of Cafe Mocha with non-dairy milk."
"['Chicken thigh, fried, coated, skin / coating not eaten, from fast food']",[4.37],[8.93],[151.9],[13.57],USA,metric,"I have a fried chicken thigh for breakfast, it's 70 grams, and I skipped the skin and coating."
"['Common banana - paradisiaca cultivars', 'Oranges']","[28.84, 8.92]","[0.49, 0.18]","[111, 35]","[1.1, 0.53]",PER,metric,"For a snack, I've got 122.2g of banana and 88.3g of oranges."
"['Tea, iced, bottled, black', 'Cookie, butter or sugar']","[53.57, 30.3]","[1.09, 8.8]","[223.2, 208.8]","[0, 2.41]",USA,metric,"For my snack, I've got 496 grams of bottled iced black tea and a cookie weighing 45 grams."
"['Soft drink, cola, diet', 'Kit Kat']","[1.04, 27.77]","[0.11, 11.18]","[7.2, 222.74]","[0.4, 2.8]",USA,natural,I grabbed a 12 fl oz can of diet cola and a 1.5 oz Kit Kat for my snack.
"['Cookie, butter or sugar']",[20.2],[5.86],[139.2],[1.6],USA,natural,"I'm snacking on a medium cookie, either made with butter or sugar."
"['Potato chips, plain', 'Fruit juice drink (Capri Sun)', 'Cereal or granola bar, with coconut, chocolate coated']","[15.07, 18.6, 21.53]","[9.51, 0.13, 12.56]","[148.96, 72.54, 207.09]","[1.79, 0.0, 2.03]",USA,natural,"I’m snacking on plain potato chips from a small bag, a Capri Sun pouch, and a chocolate-coated granola bar with coconut."
"['Corn dog, frankfurter or hot dog with cornbread coating', 'Milk, reduced fat (2%)', 'Orange juice, 100%, canned, bottled or in a carton']","[23.72, 11.98, 14.31]","[10.58, 4.64, 0.15]","[220, 122, 60.76]","[7.54, 8.17, 0.84]",USA,metric,"For breakfast, I'm having an 88g corn dog, a glass of 244g of reduced fat milk, and 124g of 100% orange juice."
"['ARTIFICIAL BEVERAGE, ORANGE, W/VIT C, PREPARED', 'CANDIES, HARD', 'TORTILLA, FRIED W/ CHOW-MEIN']","[29.85, 12.74, 9.81]","[0.0, 0.03, 3.12]","[116, 51, 75]","[0.0, 0.0, 2.21]",GTM,metric,"For lunch, I'm having 236 grams of orange drink with vitamin C, 13 grams of hard candies, and 65 grams of fried tortilla with chow mein."
"['Tea, hot, leaf, black']",[1.08],[0.0],[3.6],[0.0],USA,natural,Just having a small cup of hot black tea for my snack.
"['COFFEE WITH MILK, NOT DETERMINED', 'FRUIT JAM IN PASTE OF ANY FLAVOR, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', 'SWEET OR SAVORY CREAM, NOT DETERMINED', 'UNSPECIFIED WHITE BREAD, NOT DETERMINED']","[3.63, 18.53, 9.9, 0.5, 30.82]","[1.64, 0.0, 0.0, 2.85, 1.06]","[36, 73, 40, 29, 150]","[1.73, 0.14, 0.02, 0.23, 4.92]",BRA,metric,"I had a breakfast consisting of 100g of coffee with milk, 50g of unspecified white bread, 25g of fruit jam, 10g of sugar, and 12g of cream."
"['Pizza with pepperoni, from restaurant or fast food,  medium crust']",[39.66],[14.77],[349.68],[14.56],USA,metric,"For lunch, I have a medium crust pepperoni pizza that weighs 124 grams."
"['Chicken thigh, rotisserie, skin eaten']",[0.1],[12.06],[180.8],[18.01],USA,metric,I’m enjoying 80 grams of rotisserie chicken thigh with the skin for dinner.
"['Peach, raw', 'Plum, raw']","[15.15, 8.56]","[0.4, 0.21]","[63.0, 34.5]","[1.36, 0.52]",USA,natural,I have a peach and a plum to eat for lunch.
"['BREAD', 'CHICKEN BREAST']","[22.0, 0.8]","[1.1, 7.1]","[119.0, 280.0]","[5.3, 50.2]",ROU,metric,"For dinner, I'm having 50 grams of bread with 150 grams of chicken breast."
"['Huevos rancheros', 'Milk, reduced fat (2%)']","[10.34, 11.98]","[7.72, 4.64]","[140.42, 122]","[8.05, 8.17]",USA,metric,"For breakfast, I'm having some huevos rancheros (118.0g) along with a glass of reduced fat milk (244.0g)."
"['Common peaches', 'Potato roast with chicken and olive oil', 'Wheat bread and rolls, white (refined flour)']","[9.54, 16.67, 51.9]","[0.25, 13.93, 3.0]","[41, 225, 264]","[0.91, 9.23, 8.8]",TUN,metric,"I'm having dinner with 100g of peaches, 87g of potato roast mixed with chicken and olive oil, and a side of 100g white wheat rolls."
"['Tomato soup, cream of, prepared with milk', 'Grilled cheese sandwich, American cheese, on white bread']","[24.92, 33.29]","[3.03, 22.3]","[143.84, 383.96]","[5.95, 12.49]",USA,metric,"I’ve got a bowl of cream of tomato soup with milk, about 248 grams, paired with a 116-gram grilled cheese sandwich on white bread."
['Frozen coffee drink'],[49.89],[3.46],[245.52],[5.77],USA,natural,I’ve got a small frozen coffee drink to start my breakfast.
"['Clementine, raw', 'Orange, raw']","[11.34, 18.1]","[0.26, 0.18]","[45.05, 72.38]","[0.69, 1.45]",USA,metric,I’m snacking on an 85-gram raw clementine and a 154-gram raw orange.
"['Chicken patty, breaded', 'Potato, french fries, restaurant']","[9.63, 40.92]","[14.68, 15.44]","[215.25, 317.9]","[11.14, 3.84]",USA,natural,"For lunch, I'm having one breaded chicken patty and a small order of french fries from a restaurant."
['Powerade Arctic Shatter Sport Drink'],[23.37],[0.0],[88],[0.0],MYS,metric,"For my snack, I’m drinking 330 grams of Powerade Arctic Shatter."
"['Soft drink, cola', 'Big Mac (McDonalds)']","[38.54, 44.14]","[0.93, 28.9]","[156.24, 535.05]","[0, 24.48]",USA,metric,Dinner consists of a 205-gram Big Mac and a 372-gram cola soft drink.
"['CHICKEN BREAST', 'COFFEE', 'MIXED VEGETABLES SOUP', 'PICKLE', 'RICE PILAF']","[0.3, 0.0, 16.1, 2.9, 73.9]","[2.4, 0.0, 20.8, 0.3, 25.800000000000004]","[94.0, 1.0, 260.0, 14.0, 554.0]","[16.7, 0.1, 2.8000000000000007, 0.4, 6.699999999999999]",ROU,metric,"For lunch, there was 50g of chicken breast, 75g of coffee, 397g of mixed vegetable soup, a 130g pickle, and 369.2g of rice pilaf."
"['Cookie, sugar wafer', 'Fruit juice drink, with high vitamin C', 'Croissant']","[5.65, 21.11, 12.82]","[1.86, 0.2, 5.88]","[40.16, 85.56, 113.68]","[0.31, 0.24, 2.3]",USA,natural,"For a snack, I'm having a medium sugar wafer cookie, a Kool-Aid Jammers pouch of fruit juice drink, and a mini croissant."
"['Coffee, Cafe Mocha, with non-dairy milk', 'Beer']","[63.86, 12.78]","[5.83, 0.0]","[334.8, 154.8]","[7.07, 1.66]",USA,natural,I’ve got a large cup of Cafe Mocha made with non-dairy milk and a bottle of beer for my snack.
"['Chicken thigh, fried, coated, skin / coating eaten, from fast food']",[14.23],[21.6],[322.3],[17.84],USA,metric,"Lunch today was a 110-gram fried chicken thigh from fast food, and I also had the skin with it."
"['Chewing gum, NFS', 'Fruit juice drink']","[2.67, 5.22]","[0.01, 0]","[8.29, 20.9]","[0, 0]",USA,metric,"For a snack, I'm having 2.8 grams of chewing gum and 209 grams of fruit juice drink."
"['Beef sausage', 'Chocolate milk, ready to drink, reduced fat']","[1.18, 30.08]","[10.04, 4.71]","[114.8, 188.48]","[4.66, 7.42]",USA,natural,"For breakfast, I enjoyed a patty of beef sausage and a cup of reduced-fat chocolate milk."
"['Chewing gum, regular', 'Cookie, chocolate chip']","[3.87, 13.07]","[0.01, 4.94]","[14.4, 98.4]","[0, 1.02]",USA,metric,"For a snack, I have 4 grams of regular chewing gum and a 20-gram chocolate chip cookie."
"['Peanut butter sandwich, with regular peanut butter, on whole wheat bread']",[34.39],[18.74],[349.6],[14.04],USA,natural,I’ve got a whole wheat peanut butter sandwich for dinner.
"['Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted', 'Tea, hot, leaf, green']","[12.67, 0.0]","[1.74, 0.0]","[64.48, 2.4]","[0.37, 0.53]",USA,natural,"For breakfast, I'm having a cup of instant coffee that's pre-lightened and pre-sweetened, along with a cup of hot green tea."
"['Pizza, cheese, with vegetables, from restaurant or fast food, medium crust', 'Soft drink, fruit flavored, caffeine free']","[40.84, 53.13]","[11.56, 0.1]","[321.86, 209.6]","[13.71, 0.26]",USA,metric,"I enjoyed a dinner of cheese pizza topped with vegetables, weighing 133 grams, and paired it with a 524-gram fruit-flavored soft drink."
"['SNICKERS Bar', 'Cookie, chocolate chip']","[10.46, 19.61]","[4.05, 7.42]","[83.47, 147.6]","[1.28, 1.53]",USA,natural,"For a snack, I'm having a fun size SNICKERS bar and a medium chocolate chip cookie."
"['Crisp bread', 'Milk Tea', 'Poha', 'Shev']","[23.4, 31.099999999999998, 23.0, 8.3]","[1.4, 5.1, 22.4, 1.4]","[123, 186, 291, 59]","[4.0, 4.0, 4.7, 3.2]",IND,metric,"This morning's breakfast included 30g of crisp bread, 100.9g of milk tea, 131.9g of poha, and 12.9g of shev."
['Bagel'],[55],[1.39],[277.2],[11.09],USA,metric,"I have a bagel, and it weighs 105 grams, for breakfast."
"['Pear, raw', 'Peach, raw']","[27.41, 15.15]","[0.25, 0.4]","[102.6, 63.0]","[0.65, 1.36]",USA,natural,I’ve got one raw pear and one raw peach as a snack.
"['Chicken, NS as to part, fried, coated, skin / coating eaten']",[6.07],[12.77],[213.35],[18.49],USA,metric,"For lunch, I’ve got 85 grams of fried chicken that’s been coated and fried."
"['Cheese, American', 'Soft drink, fruit flavored, caffeine containing', 'Soup, mostly noodles']","[1.86, 47.73, 45.3]","[4.84, 0, 13.24]","[64.47, 182.28, 330.98]","[3.38, 0, 7.66]",USA,metric,"For dinner, I have a serving of 21 grams of American cheese, a 372-gram fruit soft drink with caffeine, and a bowl of noodle soup that weighs 494 grams."
"['Chicken, light meat, flesh, boiled (without salt)', 'Pasta, wheat ']","[0.0, 10.96]","[0.94, 0.24]","[73, 55]","[16.17, 1.89]",STP,metric,"For my dinner, I'm eating 52 grams of light meat chicken and 35 grams of pasta."
"['Hot chocolate / Cocoa, made with no sugar added dry mix and water', 'Molasses']","[14.73, 14.95]","[0.62, 0.02]","[76.88, 58]","[3.17, 0]",USA,metric,"For my snack, I prepared 248 grams of hot cocoa with no sugar added and mixed in 20 grams of molasses."
"['Cookie, chocolate or fudge', 'Tortilla chips, cool ranch flavor (Doritos)']","[21.81, 18.88]","[4.26, 5.76]","[129.9, 131.6]","[1.98, 1.98]",USA,metric,I’m enjoying a snack with 30 grams of chocolate or fudge cookie and 28 grams of Cool Ranch flavor Doritos.
['3 MUSKETEERS Bar'],[39.66],[6.5],[222.36],[1.33],USA,natural,"I’m enjoying a 3 MUSKETEERS Bar as a snack, it’s 1 bar that’s 1.813 oz."
"['Lentil Stew With Chicken And Vegetable Oil', 'Mashed Carrots With Olive Oil', 'baguette bread']","[9.84, 3.5, 103.8]","[5.379999999999999, 3.5199999999999996, 6.0]","[105, 45, 528]","[6.279999999999999, 0.53, 17.6]",TUN,metric,"For my snack, I ate 64.5 grams of lentil stew with chicken, alongside 26.7 grams of mashed carrots drizzled with olive oil, plus a 200g baguette."
"['Tea, iced, bottled, green', 'Cheese, American', 'Ham, prepackaged or deli, luncheon meat', 'Turkey, NFS']","[38.44, 1.86, 0.08, 0.0]","[1.36, 4.84, 1.04, 1.24]","[167.4, 64.47, 29.68, 83.4]","[0.0, 3.38, 4.68, 17.29]",USA,natural,"For lunch, I'm having a 20 fl oz bottle of iced green tea with a slice of American cheese, a slice of deli ham, and a medium slice of turkey."
"['Sugar', 'Wheat bread']","[14.89, 33.4]","[0.0, 1.24]","[59, 172]","[0.0, 5.8]",STP,metric,"For breakfast, I had 69 grams of wheat bread with 15 grams of sugar."
"['Tea, hot, leaf, black', 'Beer, light']","[1.08, 5.9]","[0.0, 0.0]","[3.6, 104.4]","[0.0, 0.86]",USA,natural,I'm sipping on a small cup of black tea and a 12 fl oz can of light beer as a snack.
"['Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)', 'Tea, iced, bottled, green', 'Banana, raw']","[19, 30.75, 28.78]","[2, 1.09, 0.42]","[97.92, 133.92, 112.14]","[1, 0, 1.37]",USA,metric,"For a snack, I'm having a Quaker Chewy 90 Calorie Granola Bar (24.0g), a bottle of green iced tea (496.0g), and a raw banana (126.0g)."
"['Bengal gram chaat', 'Tea with buffalo milk']","[14.499999999999998, 10.0]","[3.2, 4.2]","[105, 91]","[3.1000000000000005, 2.5999999999999996]",PAK,metric,I’ve got 64g of Bengal gram chaat and a cup of tea made with 65g of buffalo milk for my snack.
"['Muffin, whole grain']",[29.6],[11.56],[235.3],[4.3],USA,metric,"For my snack, I have a 65-gram whole grain muffin."
"['COFFEE, GROUNDED BASED W/SUGAR', 'TORTILLA, MAIZE BASED', 'WHITE BEANS W/RECADO & PORK MEAT']","[4.49, 59.97, 34.830000000000005]","[0.47, 2.89, 9.290000000000001]","[17, 285, 323]","[0.4, 6.63, 25.819999999999993]",GTM,metric,"I had a quick snack of 5.7g of coffee with sugar, a maize tortilla weighing 135 grams, and some white beans with recado and pork that weighed about 129.4 grams."
"['Liquid drink bases (including concentrates and home-made preparations), INGREDIENT = White sugar, INGREDIENT = Fruit compote, mixed fruit']",[20],[0],[80],[0],ARG,metric,"For breakfast, I'm sipping on 200 grams of a drink that has white sugar and a mixture of fruit compote."
"['Cheese, Colby Jack', 'Cereal or granola bar, with coconut, chocolate coated']","[0.46, 22.63]","[8.85, 13.2]","[108.86, 217.71]","[6.84, 2.13]",USA,natural,"For brunch, I'm having a stick of Colby Jack cheese with a Sunbelt chocolate-coated granola bar with coconut."
['Sweet Rice'],[10.399999999999999],[5.2],[92],[0.7000000000000001],PAK,metric,Lunch today is 31.6 grams of sweet rice.
"['Carrots, raw', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread']","[7.66, 48.38]","[0.19, 18.74]","[32.8, 402.08]","[0.74, 14.07]",USA,natural,"For a snack, I'm having a single serving bag of raw carrots with a peanut butter and jelly sandwich on wheat bread."
"['Grilled cheese sandwich, Cheddar cheese, on whole wheat bread', 'Vegetable soup, canned, prepared with water or ready-to-serve', 'Soft drink, root beer, diet']","[28.33, 42.03, 0]","[27.12, 1.92, 0]","[422.24, 207.48, 0]","[16.7, 6.06, 0.36]",USA,metric,"I'm enjoying a grilled cheese sandwich weighing 116 grams, 532 grams of vegetable soup, and a 360-gram diet root beer for dinner."
"['Potato, french fries, fast food', 'Tea, iced, brewed, black, pre-sweetened with sugar', 'Cheeseburger (Burger King)']","[74.59, 59.07, 26.26]","[26.51, 0.15, 13.0]","[561.6, 230.64, 287.1]","[6.17, 0.0, 15.33]",USA,natural,"For dinner, I'm having a large order of fast food french fries, a large pre-sweetened iced black tea, and a Burger King cheeseburger."
"['* beans, white (navy), dried, raw *boiled*', '* cowpea leaves, fresh, raw, *boiled*', '* fish,kasepa(type 6),dried,raw *boiled*', '* groundnuts, powder, raw, *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'groundnuts,dried,roasted', 'sweetpotato,yellow,w/skin,fresh,boiled']","[36.8, 2.7, 0.0, 5.5, 189.9, 2.1, 4.5, 19.4, 104.1]","[0.5, 0.2, 8.8, 16.7, 9.6, 0.0, 0.30000000000000004, 44.7, 0.4]","[203, 17, 154, 193, 892, 9, 21, 527, 445]","[14.3, 2.3, 17.6, 8.8, 17.0, 0.2, 1.0, 21.3, 8.2]",ZMB,metric,"For lunch, I had 61g of boiled white navy beans, 57g of boiled fresh cowpea leaves, 42g of boiled dried kasepa fish, 34g of boiled groundnut powder, 247g of boiled white maize flour, 23g of boiled large onion, 115g of boiled ripe tomato, 90g of roasted groundnuts, and 390g of boiled yellow sweet potato with skin."
"['CHAMONILE TEA W/HONEY', 'COOKIE, BUTTER BASED, SIMPLE']","[24.97, 14.26]","[0.16, 4.43]","[97, 100]","[0.31999999999999995, 1.07]",CRI,metric,I made myself a snack with 27g of chamomile tea and 21g of a butter cookie.
"['Soft drink, fruit flavored, caffeine free', 'Pizza with meat and fruit, medium crust']","[75.44, 42.16]","[0.15, 12.87]","[297.6, 349.5]","[0.37, 16.47]",USA,metric,"Tonight, I’m having a 150g slice of medium crust pizza with meat and fruit, paired with a 744g caffeine-free fruit soft drink."
"['Banana\t plantain\t green\t raw corrected for boiling', 'Potato\t Irish (English)\t white variety\t peeled\t raw corrected for steaming', 'Salt\t Iodized', 'Vegetable oil']","[6.7, 25.6, 0.0, 0.0]","[0.3, 0.2, 0.0, 0.6]","[54, 118, 0, 5]","[0.6, 2.8, 0.0, 0.0]",KEN,metric,"For my lunch, I cooked 64.2g of green plantain and 110.5g of white potato, added 0.5g of iodized salt, and drizzled 0.6g of vegetable oil on top."
"['Dried durum pasta', 'Powdered drink bases, QUALITATIVE-INFO = Light', 'Sunflower seed oil, edible']","[24.66, 0, 0]","[0.5, 0, 5]","[122.5, 2.6, 44.2]","[3.63, 0, 0]",ARG,metric,"For my lunch, I mixed 33g of dried durum pasta with 1g of light powdered drink base and drizzled 5g of sunflower seed oil on top."
"['* groundnuts, powder, raw, *boiled*', '* maize flour,white variety,breakfast meal (refined),raw *bo', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', '*pumpkin leaves, fresh, raw, *boiled*', 'egg,guinea fowl,whole,boiled']","[1.6, 84.7, 0.3, 0.4, 0.4, 0.3]","[4.9, 1.9, 0.0, 0.0, 0.1, 3.1]","[57, 395, 1, 2, 3, 45]","[2.6, 7.8, 0.0, 0.1, 0.5, 3.7]",ZMB,metric,"For dinner, I'm having 10 grams of groundnut powder, 107 grams of maize flour, 3 grams of onion, 10 grams of tomato, 17 grams of pumpkin leaves, and a 29-gram boiled guinea fowl egg."
"['Roll, sweet, with fruit, frosted']",[28.92],[8.84],[204.66],[2.82],USA,metric,"For brunch, I’m eating a 54-gram roll that's sweet and frosted with fruit."
"['Tea, iced, brewed, black, pre-sweetened with sugar']",[40.65],[0.1],[158.72],[0],USA,metric,I have a serving of 512 grams of iced black tea with sugar for lunch.
"['Oatmeal, instant, maple flavored, no added fat']",[32.97],[2.04],[166.26],[3.98],USA,metric,"For breakfast today, it's 163 grams of instant oatmeal, and it's maple-flavored."
"['Coffee, Latte, with non-dairy milk']",[21.65],[4.94],[153.6],[6.05],USA,natural,I’m enjoying a medium latte with non-dairy milk for a quick snack.
"['Kidney bean broth with oil', 'Whole Maize Flour Ugali']","[4.7, 4.3]","[3.1, 0.3]","[60, 23]","[2.3, 0.5]",KEN,metric,"For dinner, I had 36.4 grams of kidney bean broth with oil and 32 grams of whole maize flour ugali."
"['Chicken breast, baked or broiled, skin not eaten, from pre-cooked']",[0.0],[4.28],[172.8],[33.65],USA,natural,"I'm eating a medium chicken breast for lunch. It's baked and pre-cooked, and I didn't eat the skin."
"['Fudge, peanut butter']",[14.81],[3.69],[95.92],[1.4],USA,natural,"Just a piece of peanut butter fudge, which is one cubic inch, for a quick snack."
"['Soft drink, cola, diet', 'Pizza with meat other than pepperoni, from restaurant or fast food, medium crust', 'Pizza with pepperoni, from restaurant or fast food,  medium crust']","[1.04, 42.26, 39.66]","[0.11, 17.04, 14.77]","[7.2, 386.4, 349.68]","[0.4, 15.87, 14.56]",USA,natural,"For lunch, I'm having a can of diet cola along with a piece of medium crust pizza with meat other than pepperoni and a piece of pepperoni pizza."
"['BUTTER', 'CUCUMBERS', 'MILK 3% FAT', 'WHEAT BREAD WHITE STARA ZAGORA', 'YELLOW CHEESE VITOSHA FROM COW MILK']","[0, 0.2, 5.2, 26.5, 0.1]","[5.7, 0, 3, 0.4, 8.9]","[52, 1, 61, 125, 111]","[0, 0.1, 3.2, 3.8, 7.6]",BGR,metric,"For breakfast, I'm enjoying 50 grams of white wheat bread with 7 grams of butter, plus 10 grams of cucumbers, 100 grams of milk, and 30 grams of Vitosha cheese."
"['Cassava leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Peanuts, PROCESS = Boiling', 'Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Smoked fish, SOURCE-COMMODITIES = Whitefishes or coregonus']","[14.2, 0.1, 0.0, 2.1, 103.4, 207.0, 0.0, 0.0]","[1.6, 0.0, 68.1, 6.0, 0.6, 10.4, 0.0, 3.6]","[107, 0, 613, 75, 451, 948, 0, 54]","[8.3, 0.1, 0.0, 3.4, 3.7, 20.4, 0.0, 5.0]",COD,metric,"For dinner, I had 104.8g of boiled cassava leaves (without added salt), 1.3g of steamed chives, and 68.1g of red palm oil. I also enjoyed 35.7g of boiled peanuts and 339g of ripe boiled plantains, along with 729g of ready-to-eat maize grain porridge (hard). I added a pinch of salt (1.9g) and 30.6g of smoked whitefish (coregonus)."
"['Muffin, fruit, low fat', 'Milk, low fat (1%)']","[35.03, 12.66]","[2.95, 2.32]","[178.5, 104.92]","[2.96, 8.25]",USA,metric,I’ve got a 70-gram low-fat fruit muffin and 244 grams of low-fat milk for breakfast.
"['Fruit punch, alcoholic']",[18.32],[0.09],[202.5],[0.32],USA,metric,I'm treating myself to 225 grams of alcoholic fruit punch for a quick snack.
